               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.024122,            0.023186,          0.00097699,             0.81093,             0.73715,             0.77285,             0.43137,            0.038095,            0.018338,          0.00037243,            0.004786,            0.004786,            0.004786
                 160,            0.024697,            0.022469,           0.0012031,             0.82689,             0.75585,             0.78762,             0.43787,            0.037922,            0.018237,          0.00043716,            0.004753,            0.004753,            0.004753
                 161,            0.023838,            0.022923,           0.0012058,             0.80516,             0.75942,             0.80732,              0.4376,            0.037579,            0.016745,          0.00048802,             0.00472,             0.00472,             0.00472
                 162,            0.023604,            0.022919,          0.00088691,             0.74283,              0.7677,             0.75817,             0.40862,            0.039511,            0.018593,          0.00052843,            0.004687,            0.004687,            0.004687
                 163,            0.023685,             0.02292,           0.0010212,             0.84135,             0.68432,             0.77911,             0.44446,            0.038934,             0.01732,          0.00062356,            0.004654,            0.004654,            0.004654
                 164,            0.024411,            0.022992,            0.001004,             0.64316,              0.6891,             0.67884,              0.3856,            0.039432,            0.018514,          0.00050812,            0.004621,            0.004621,            0.004621
                 165,            0.023898,            0.023046,           0.0011027,             0.77045,             0.69706,             0.74554,             0.43903,             0.03942,            0.017117,          0.00038627,            0.004588,            0.004588,            0.004588
                 166,            0.024041,            0.022553,           0.0012752,             0.79689,             0.68619,             0.75892,             0.42408,            0.037012,            0.018099,           0.0004691,            0.004555,            0.004555,            0.004555
                 167,            0.023873,             0.02297,          0.00099637,             0.71604,             0.81989,             0.79479,             0.46928,            0.033298,            0.015843,          0.00055554,            0.004522,            0.004522,            0.004522
                 168,            0.023992,             0.02299,          0.00090609,             0.74842,             0.75574,             0.76535,             0.44801,            0.033891,            0.016725,          0.00059288,            0.004489,            0.004489,            0.004489
                 169,            0.023825,            0.022703,          0.00084945,             0.85113,             0.72577,             0.78218,             0.46167,               0.036,            0.016729,          0.00066283,            0.004456,            0.004456,            0.004456
                 170,            0.023991,            0.022461,           0.0012073,             0.83309,             0.72088,             0.79397,             0.44006,            0.038886,            0.018625,          0.00054095,            0.004423,            0.004423,            0.004423
                 171,            0.023414,            0.022658,           0.0010878,              0.7822,             0.78187,             0.80036,             0.42487,            0.039658,            0.018469,          0.00057485,             0.00439,             0.00439,             0.00439
                 172,             0.02392,            0.022474,            0.001008,             0.76005,             0.66927,             0.72916,               0.398,            0.036264,            0.017993,          0.00053051,            0.004357,            0.004357,            0.004357
                 173,            0.023842,            0.022688,          0.00094971,             0.80451,             0.67271,             0.73766,             0.41284,            0.038896,            0.018341,          0.00063272,            0.004324,            0.004324,            0.004324
                 174,             0.02392,            0.022616,          0.00083559,             0.82699,             0.67012,             0.78314,             0.41725,            0.039015,             0.01829,          0.00053773,            0.004291,            0.004291,            0.004291
                 175,            0.023859,            0.022621,           0.0011475,             0.75794,             0.76472,             0.76438,              0.4488,            0.037888,            0.017489,          0.00049016,            0.004258,            0.004258,            0.004258
                 176,            0.023157,            0.022931,          0.00083647,             0.79634,             0.75364,             0.76201,             0.41635,            0.038994,            0.017963,          0.00046091,            0.004225,            0.004225,            0.004225
                 177,            0.023013,              0.0224,          0.00087002,             0.77649,               0.793,             0.78422,             0.43749,             0.03719,            0.018908,          0.00042118,            0.004192,            0.004192,            0.004192
                 178,            0.023641,            0.022505,          0.00082185,             0.79582,             0.76414,             0.76466,             0.42213,            0.037468,            0.019423,          0.00041488,            0.004159,            0.004159,            0.004159
                 179,            0.023428,             0.02215,           0.0008356,             0.85964,             0.69228,             0.79981,             0.46755,            0.036541,            0.016818,          0.00041885,            0.004126,            0.004126,            0.004126
                 180,            0.023513,            0.022348,          0.00073125,              0.9001,             0.65217,             0.78017,             0.41267,            0.038102,            0.019347,          0.00055912,            0.004093,            0.004093,            0.004093
                 181,            0.023085,            0.021681,          0.00078019,             0.77339,             0.74688,             0.73437,             0.43157,            0.038507,            0.019222,          0.00048423,             0.00406,             0.00406,             0.00406
                 182,            0.022833,            0.021874,          0.00077188,             0.77862,             0.71302,             0.74329,             0.41261,            0.038731,             0.02005,          0.00081568,            0.004027,            0.004027,            0.004027
                 183,             0.02323,            0.022253,          0.00098419,             0.79955,             0.71421,             0.74474,              0.4267,            0.038007,            0.019096,          0.00046713,            0.003994,            0.003994,            0.003994
                 184,            0.023236,             0.02213,           0.0009411,             0.80593,             0.72719,             0.71766,             0.39059,             0.03999,            0.018629,          0.00043294,            0.003961,            0.003961,            0.003961
                 185,            0.022995,            0.022108,          0.00091449,             0.73722,             0.72028,             0.74399,             0.40248,            0.039931,            0.018228,          0.00049081,            0.003928,            0.003928,            0.003928
                 186,             0.02329,             0.02189,           0.0009696,             0.79899,             0.74048,             0.74512,             0.41546,            0.039225,            0.018772,          0.00059302,            0.003895,            0.003895,            0.003895
                 187,            0.022871,            0.021994,           0.0010517,             0.72649,             0.69252,             0.70668,             0.40836,            0.039095,            0.018461,          0.00053658,            0.003862,            0.003862,            0.003862
                 188,            0.023016,            0.022074,           0.0010599,             0.70154,             0.68525,             0.69371,              0.3845,            0.040651,            0.018827,           0.0004627,            0.003829,            0.003829,            0.003829
                 189,            0.023241,            0.021645,          0.00083241,             0.75499,             0.75603,             0.77692,             0.45862,            0.038231,            0.017161,          0.00036063,            0.003796,            0.003796,            0.003796
                 190,            0.022941,            0.021898,           0.0010366,             0.90248,             0.71414,             0.80732,             0.45421,             0.03953,            0.018653,          0.00035584,            0.003763,            0.003763,            0.003763
                 191,            0.022811,            0.021804,           0.0010128,             0.77229,             0.74513,             0.74856,             0.43258,            0.038329,            0.019634,          0.00040841,             0.00373,             0.00373,             0.00373
                 192,            0.022792,            0.021477,          0.00084972,             0.82247,             0.73424,              0.7425,             0.43741,            0.036667,            0.019549,          0.00048687,            0.003697,            0.003697,            0.003697
                 193,            0.022538,             0.02148,          0.00073634,             0.85176,             0.76783,             0.74763,             0.43636,            0.037124,            0.019088,          0.00056784,            0.003664,            0.003664,            0.003664
                 194,            0.022266,            0.021325,          0.00070809,             0.76174,             0.75327,             0.71509,             0.39059,            0.035853,            0.019246,          0.00043623,            0.003631,            0.003631,            0.003631
                 195,            0.023022,            0.021623,          0.00078794,              0.7357,             0.76187,             0.75566,             0.46565,            0.035193,            0.017566,          0.00045075,            0.003598,            0.003598,            0.003598
                 196,            0.023071,            0.021773,           0.0010393,             0.77262,             0.78648,             0.75371,             0.46524,            0.034098,            0.017847,          0.00041771,            0.003565,            0.003565,            0.003565
                 197,             0.02275,            0.021793,          0.00087541,             0.82389,             0.69263,             0.75435,             0.43099,            0.035534,             0.01932,          0.00042772,            0.003532,            0.003532,            0.003532
                 198,            0.022716,            0.021439,          0.00098407,             0.83843,             0.69993,             0.75073,             0.39604,            0.036533,            0.020557,          0.00049596,            0.003499,            0.003499,            0.003499
                 199,            0.022233,            0.021299,           0.0010223,             0.81958,              0.7492,             0.74085,             0.42426,            0.037573,            0.020267,          0.00047021,            0.003466,            0.003466,            0.003466
                 200,            0.021818,            0.021561,          0.00083086,             0.78405,             0.73547,             0.78897,             0.44901,            0.037778,            0.020316,           0.0005795,            0.003433,            0.003433,            0.003433
                 201,            0.022428,            0.021511,           0.0011198,             0.71647,             0.73258,               0.766,             0.41312,             0.03875,            0.020807,          0.00065768,              0.0034,              0.0034,              0.0034
                 202,            0.021862,            0.021347,          0.00087439,             0.75425,             0.70825,             0.75891,             0.45157,             0.03968,            0.018908,          0.00052207,            0.003367,            0.003367,            0.003367
                 203,            0.021887,            0.021569,          0.00071884,             0.80995,             0.71753,             0.78412,             0.45552,             0.03975,            0.017177,           0.0004863,            0.003334,            0.003334,            0.003334
                 204,            0.021918,            0.020817,          0.00071431,             0.80951,              0.7301,             0.78092,               0.468,            0.040187,            0.016834,          0.00046892,            0.003301,            0.003301,            0.003301
                 205,            0.021786,            0.021306,          0.00070857,             0.81013,             0.76941,             0.77133,             0.44867,            0.039912,            0.017919,          0.00040419,            0.003268,            0.003268,            0.003268
                 206,            0.022315,            0.021192,          0.00082479,             0.89222,             0.72205,             0.78322,             0.45128,            0.038725,            0.017645,          0.00043409,            0.003235,            0.003235,            0.003235
                 207,            0.021741,             0.02097,          0.00083514,             0.82548,             0.61649,             0.74481,              0.4162,            0.038125,            0.018929,          0.00038016,            0.003202,            0.003202,            0.003202
                 208,             0.02144,            0.021057,          0.00070058,             0.76082,             0.75362,             0.79803,             0.47223,            0.037999,             0.01734,          0.00034407,            0.003169,            0.003169,            0.003169
                 209,            0.021971,            0.021025,          0.00077671,             0.79182,             0.66736,             0.77863,             0.44419,            0.039467,            0.018918,          0.00036875,            0.003136,            0.003136,            0.003136
                 210,            0.021821,            0.020833,          0.00084152,             0.73915,             0.71973,             0.76636,             0.45036,            0.039131,            0.018201,          0.00040469,            0.003103,            0.003103,            0.003103
                 211,            0.021559,            0.020644,          0.00074923,             0.74592,             0.71778,             0.74543,             0.44378,            0.039016,            0.018068,          0.00039961,             0.00307,             0.00307,             0.00307
                 212,            0.021362,            0.020761,           0.0005925,             0.73473,             0.70271,             0.74866,             0.43912,            0.038333,             0.01781,          0.00042071,            0.003037,            0.003037,            0.003037
                 213,            0.021189,            0.020187,          0.00068094,             0.77057,             0.73835,             0.74971,             0.44111,            0.038857,            0.017874,          0.00043731,            0.003004,            0.003004,            0.003004
                 214,            0.022234,            0.021178,           0.0011351,             0.79289,             0.68995,              0.7485,             0.43853,            0.038055,            0.018491,          0.00055718,            0.002971,            0.002971,            0.002971
                 215,            0.021685,            0.020314,           0.0010342,             0.79761,             0.68367,             0.73122,             0.42227,            0.038467,            0.019306,           0.0005177,            0.002938,            0.002938,            0.002938
                 216,            0.021461,             0.02087,          0.00085009,             0.83556,             0.69226,             0.76902,             0.44075,             0.03955,            0.018811,          0.00057764,            0.002905,            0.002905,            0.002905
                 217,            0.021132,            0.020772,          0.00074467,             0.85749,             0.72864,              0.7765,             0.46834,            0.037504,            0.018772,          0.00059309,            0.002872,            0.002872,            0.002872
                 218,             0.02158,            0.020009,          0.00085975,             0.80556,             0.72109,             0.79104,             0.45346,            0.036961,            0.018386,          0.00052743,            0.002839,            0.002839,            0.002839
                 219,            0.020956,            0.020781,          0.00064192,             0.88926,             0.74074,             0.80292,             0.47479,            0.037599,            0.017529,          0.00063229,            0.002806,            0.002806,            0.002806
                 220,            0.021237,            0.019657,          0.00075224,              0.8825,             0.68331,             0.78008,             0.46058,            0.036336,             0.01802,          0.00054885,            0.002773,            0.002773,            0.002773
                 221,            0.021052,            0.020709,          0.00062271,              0.8512,             0.69684,             0.77428,             0.45155,            0.037749,            0.019133,          0.00046077,             0.00274,             0.00274,             0.00274
                 222,            0.021398,            0.020134,          0.00070089,             0.83813,             0.69426,              0.7804,             0.43651,            0.037415,             0.01933,            0.000423,            0.002707,            0.002707,            0.002707
                 223,            0.021246,            0.020389,          0.00073485,             0.79214,             0.69689,             0.74049,              0.4625,            0.036111,            0.017917,          0.00044611,            0.002674,            0.002674,            0.002674
                 224,            0.021111,            0.020276,          0.00057323,             0.82775,             0.68605,             0.77921,             0.45683,             0.03617,            0.017607,          0.00035169,            0.002641,            0.002641,            0.002641
                 225,            0.020693,            0.020442,          0.00060988,             0.83774,             0.71604,             0.78667,             0.45873,            0.037301,            0.017923,          0.00034125,            0.002608,            0.002608,            0.002608
                 226,            0.021225,            0.020306,            0.000725,             0.84918,             0.71961,             0.81577,             0.45438,             0.03767,            0.019633,          0.00032848,            0.002575,            0.002575,            0.002575
                 227,            0.020958,              0.0199,          0.00094593,             0.78722,             0.72523,             0.80359,             0.43143,            0.037539,            0.019899,          0.00034082,            0.002542,            0.002542,            0.002542
                 228,            0.020835,            0.020416,          0.00077177,             0.79772,             0.73981,             0.80675,              0.4267,            0.039012,             0.01935,          0.00039321,            0.002509,            0.002509,            0.002509
                 229,            0.020621,            0.020071,          0.00070653,             0.80142,             0.73255,              0.7947,             0.44484,            0.038935,            0.018652,          0.00035895,            0.002476,            0.002476,            0.002476
                 230,            0.020546,            0.019929,          0.00065601,             0.85145,             0.63902,             0.77713,             0.45324,            0.039272,            0.019337,          0.00035942,            0.002443,            0.002443,            0.002443
                 231,            0.020742,            0.019982,          0.00061128,             0.78383,             0.66133,             0.75931,             0.42754,            0.038794,            0.019762,          0.00039718,             0.00241,             0.00241,             0.00241
                 232,            0.020959,            0.020316,          0.00077408,             0.66545,             0.72739,             0.75579,             0.45091,             0.03871,             0.01881,          0.00043144,            0.002377,            0.002377,            0.002377
                 233,            0.020809,            0.019941,          0.00089838,             0.61398,             0.73934,             0.73892,             0.43427,            0.038701,            0.018131,          0.00046463,            0.002344,            0.002344,            0.002344
                 234,            0.020359,            0.020151,          0.00082617,             0.72938,             0.69811,             0.75033,             0.43134,             0.03894,            0.018589,          0.00055504,            0.002311,            0.002311,            0.002311
                 235,            0.020545,            0.020101,            0.000646,             0.76518,             0.70163,             0.75099,             0.42208,            0.039117,            0.019605,           0.0005182,            0.002278,            0.002278,            0.002278
                 236,             0.02054,            0.019799,          0.00062525,             0.77259,             0.70292,             0.73008,             0.41864,            0.039518,            0.019736,          0.00051327,            0.002245,            0.002245,            0.002245
                 237,            0.020755,            0.020026,          0.00075689,             0.72976,             0.66581,             0.70761,             0.41632,             0.03872,            0.019394,           0.0004499,            0.002212,            0.002212,            0.002212
                 238,             0.02048,            0.020268,          0.00079435,             0.77618,             0.65476,             0.76245,             0.43984,            0.038083,            0.018803,          0.00038939,            0.002179,            0.002179,            0.002179
                 239,            0.020954,            0.020022,          0.00080131,             0.81824,             0.60433,             0.74017,             0.43352,            0.039064,            0.019321,          0.00037279,            0.002146,            0.002146,            0.002146
                 240,            0.020497,            0.020138,          0.00077045,             0.75905,             0.70344,              0.7381,             0.43345,            0.039403,            0.019053,          0.00037054,            0.002113,            0.002113,            0.002113
                 241,            0.020101,            0.019774,          0.00074356,             0.80475,             0.67791,             0.76084,             0.43571,             0.03885,            0.019396,          0.00034547,             0.00208,             0.00208,             0.00208
