               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.036744,            0.032696,           0.0029673,             0.67142,             0.74952,             0.80806,             0.42606,            0.036368,             0.01236,          0.00081439,            0.007327,            0.007327,            0.007327
                  29,            0.035568,            0.032491,           0.0028391,             0.64743,             0.80658,             0.79514,             0.44272,            0.035782,            0.012047,          0.00077591,            0.007228,            0.007228,            0.007228
                  30,            0.034432,            0.032805,           0.0024023,             0.67454,              0.7292,              0.7705,             0.41024,            0.034987,            0.012193,          0.00091138,            0.007129,            0.007129,            0.007129
                  31,            0.035239,            0.032044,           0.0026894,             0.58842,             0.80987,             0.83345,             0.46752,            0.033502,            0.012248,          0.00086532,             0.00703,             0.00703,             0.00703
                  32,            0.035189,            0.032019,           0.0024517,             0.68172,             0.67762,             0.73535,             0.39393,            0.034933,            0.014089,          0.00083685,            0.006931,            0.006931,            0.006931
                  33,            0.035419,            0.032226,           0.0032278,             0.60007,             0.77579,               0.767,             0.41683,              0.0337,            0.012787,          0.00081367,            0.006832,            0.006832,            0.006832
                  34,            0.035025,            0.032325,           0.0025844,             0.65297,             0.49503,             0.57463,             0.25698,             0.04276,             0.01499,           0.0017169,            0.006733,            0.006733,            0.006733
                  35,              0.0345,            0.031434,           0.0023951,             0.55923,             0.75526,             0.71402,             0.40386,            0.036664,            0.013331,          0.00071726,            0.006634,            0.006634,            0.006634
                  36,            0.034993,            0.031526,           0.0024265,             0.59139,             0.73286,             0.74723,             0.45164,            0.034314,             0.01262,          0.00079393,            0.006535,            0.006535,            0.006535
                  37,             0.03424,             0.03151,           0.0024691,             0.76179,             0.71872,             0.79707,             0.47214,            0.034934,            0.012877,          0.00082676,            0.006436,            0.006436,            0.006436
                  38,            0.034063,            0.031415,           0.0020067,             0.63709,             0.78549,             0.78128,             0.39325,            0.035242,            0.013624,          0.00077655,            0.006337,            0.006337,            0.006337
                  39,            0.033922,            0.031813,           0.0025885,             0.77703,             0.74374,             0.82687,              0.4344,             0.03469,            0.012661,           0.0006669,            0.006238,            0.006238,            0.006238
                  40,            0.033902,            0.031267,           0.0021615,             0.67979,             0.74879,             0.75592,             0.43181,            0.034209,            0.014247,          0.00097847,            0.006139,            0.006139,            0.006139
                  41,            0.033574,            0.032089,           0.0023674,             0.64964,             0.78824,             0.77972,             0.41223,            0.036093,            0.014546,          0.00079908,             0.00604,             0.00604,             0.00604
                  42,            0.033244,            0.030237,           0.0016896,             0.66715,              0.6389,             0.69115,             0.37648,             0.03596,            0.014774,          0.00089622,            0.005941,            0.005941,            0.005941
                  43,            0.033366,            0.031252,           0.0021047,             0.63513,             0.72806,             0.73035,             0.37679,            0.034243,            0.012942,          0.00066605,            0.005842,            0.005842,            0.005842
                  44,            0.032985,            0.030228,           0.0023171,             0.66392,             0.69756,             0.75758,             0.41969,            0.033865,            0.013339,          0.00068064,            0.005743,            0.005743,            0.005743
                  45,            0.032651,            0.031088,           0.0020383,             0.73587,             0.75218,             0.80426,             0.43564,             0.03551,            0.013011,          0.00065396,            0.005644,            0.005644,            0.005644
                  46,            0.032514,            0.031518,           0.0016927,             0.67218,             0.76385,             0.78083,             0.47463,            0.033346,            0.012466,          0.00059166,            0.005545,            0.005545,            0.005545
                  47,            0.032374,            0.030575,           0.0018404,             0.61578,             0.64092,             0.73666,             0.34679,            0.037121,            0.014848,           0.0011524,            0.005446,            0.005446,            0.005446
                  48,            0.032341,            0.030395,           0.0018186,             0.79131,             0.70595,              0.8231,              0.4389,            0.033728,            0.013419,          0.00067463,            0.005347,            0.005347,            0.005347
                  49,            0.032681,            0.030772,           0.0017073,             0.61697,             0.73495,             0.72128,             0.32466,            0.037512,            0.014802,           0.0010799,            0.005248,            0.005248,            0.005248
                  50,            0.031718,            0.030527,           0.0019614,             0.83199,             0.72127,             0.81673,             0.44064,            0.037139,            0.014126,          0.00071039,            0.005149,            0.005149,            0.005149
                  51,            0.032283,            0.030696,           0.0015732,             0.67518,             0.76101,             0.76298,              0.4119,            0.038367,            0.012464,          0.00044575,             0.00505,             0.00505,             0.00505
                  52,             0.03233,            0.030223,           0.0021211,             0.64179,             0.74456,             0.76654,             0.42342,             0.03948,            0.012485,          0.00048931,            0.004951,            0.004951,            0.004951
                  53,            0.031179,            0.030226,           0.0018374,             0.71389,             0.79065,             0.80201,             0.45746,            0.034277,            0.012403,          0.00051513,            0.004852,            0.004852,            0.004852
                  54,             0.03097,            0.030055,           0.0013782,             0.68171,             0.65825,             0.75335,             0.42697,            0.033172,            0.013407,          0.00035906,            0.004753,            0.004753,            0.004753
                  55,            0.031317,            0.029803,           0.0016543,             0.76735,             0.79809,             0.80024,             0.45157,            0.035128,            0.012977,          0.00044632,            0.004654,            0.004654,            0.004654
                  56,            0.031023,             0.02968,           0.0019987,             0.58971,             0.80157,             0.79023,             0.42995,            0.034065,            0.012701,          0.00045626,            0.004555,            0.004555,            0.004555
                  57,            0.031039,            0.029255,           0.0016192,             0.72775,             0.77047,             0.79935,             0.44907,            0.034756,            0.013755,          0.00043523,            0.004456,            0.004456,            0.004456
                  58,            0.030546,            0.029704,           0.0011167,             0.70803,             0.83873,             0.84193,             0.45146,            0.035985,            0.013532,          0.00037383,            0.004357,            0.004357,            0.004357
                  59,            0.030938,            0.029851,           0.0018552,              0.7126,             0.70865,             0.73538,              0.4054,            0.037444,            0.014009,          0.00044703,            0.004258,            0.004258,            0.004258
                  60,             0.03078,             0.02958,           0.0019672,             0.71575,              0.7553,             0.77646,             0.45321,            0.033883,            0.013437,          0.00052679,            0.004159,            0.004159,            0.004159
                  61,            0.030558,            0.029759,           0.0014267,             0.64776,              0.7826,             0.75769,             0.42956,            0.033395,            0.014834,          0.00040197,             0.00406,             0.00406,             0.00406
                  62,            0.030728,             0.02992,           0.0016385,             0.67303,             0.73631,             0.72983,             0.42396,            0.033851,            0.014886,          0.00040677,            0.003961,            0.003961,            0.003961
                  63,            0.030364,            0.028755,           0.0014534,             0.71801,             0.73251,             0.76663,             0.43358,            0.033968,            0.014482,          0.00035985,            0.003862,            0.003862,            0.003862
                  64,             0.02984,            0.029866,           0.0014646,             0.75597,             0.85324,             0.81169,             0.46472,            0.033572,            0.013552,          0.00032187,            0.003763,            0.003763,            0.003763
                  65,            0.030046,            0.028966,           0.0014151,             0.74794,             0.79222,             0.81265,             0.46654,            0.032411,            0.013755,          0.00036267,            0.003664,            0.003664,            0.003664
                  66,            0.029886,            0.028617,           0.0017107,             0.74418,             0.80317,             0.82583,             0.43973,            0.034792,            0.013788,          0.00041399,            0.003565,            0.003565,            0.003565
                  67,            0.029562,            0.028743,            0.001392,             0.75918,             0.68352,             0.76017,             0.43289,            0.034784,             0.01372,          0.00043877,            0.003466,            0.003466,            0.003466
                  68,            0.029309,            0.028213,           0.0012018,             0.70213,             0.79415,             0.79248,             0.41935,            0.035422,            0.013947,          0.00046384,            0.003367,            0.003367,            0.003367
                  69,            0.029329,            0.028933,           0.0016154,             0.71893,              0.8072,              0.7915,             0.42984,            0.035864,            0.014437,          0.00041878,            0.003268,            0.003268,            0.003268
                  70,            0.029508,            0.028452,           0.0011895,             0.69656,             0.66358,             0.68585,             0.34091,            0.037696,            0.015396,          0.00045176,            0.003169,            0.003169,            0.003169
                  71,            0.029066,            0.028227,           0.0011239,             0.68615,             0.75713,             0.72119,             0.41033,            0.036493,             0.01536,          0.00044453,             0.00307,             0.00307,             0.00307
                  72,            0.028864,            0.028041,           0.0013046,             0.59651,             0.78877,              0.7393,              0.3644,            0.036452,            0.014029,          0.00044621,            0.002971,            0.002971,            0.002971
                  73,            0.028891,            0.027702,           0.0013794,             0.63259,             0.74514,             0.70632,             0.36705,             0.03539,            0.014435,          0.00046815,            0.002872,            0.002872,            0.002872
                  74,            0.028575,            0.028313,           0.0013597,             0.67243,             0.78451,             0.74761,             0.42431,             0.03369,            0.014018,          0.00037376,            0.002773,            0.002773,            0.002773
                  75,            0.028655,            0.027778,           0.0015133,              0.7284,             0.72104,             0.74556,             0.43163,            0.034508,            0.015931,          0.00034386,            0.002674,            0.002674,            0.002674
                  76,             0.02803,            0.028193,          0.00099308,             0.64504,             0.76816,             0.76608,             0.42601,            0.032106,            0.014602,          0.00030341,            0.002575,            0.002575,            0.002575
                  77,            0.027944,            0.028319,           0.0010735,             0.75913,             0.77792,              0.7924,             0.43496,            0.034608,            0.014787,          0.00037168,            0.002476,            0.002476,            0.002476
                  78,            0.028151,              0.0274,           0.0013486,             0.67117,             0.79879,             0.75984,             0.44381,            0.032218,            0.014244,          0.00029444,            0.002377,            0.002377,            0.002377
                  79,            0.027572,            0.027341,           0.0011715,             0.82619,             0.72137,             0.79936,             0.42573,            0.033033,            0.015562,          0.00032755,            0.002278,            0.002278,            0.002278
                  80,            0.028295,            0.027001,           0.0010918,             0.71462,             0.67502,             0.71028,             0.40416,            0.035824,            0.014848,          0.00025542,            0.002179,            0.002179,            0.002179
                  81,            0.027634,            0.026683,           0.0012661,             0.72114,              0.7501,              0.7375,             0.42071,            0.033148,            0.016205,          0.00025195,             0.00208,             0.00208,             0.00208
                  82,            0.027776,            0.027513,           0.0010791,             0.75911,             0.78863,              0.7941,             0.42623,            0.035228,             0.01551,          0.00030481,            0.001981,            0.001981,            0.001981
                  83,              0.0271,            0.026815,           0.0012941,             0.68167,             0.75533,              0.7572,             0.44326,            0.035661,            0.014457,          0.00031591,            0.001882,            0.001882,            0.001882
                  84,            0.027256,            0.027042,           0.0013091,             0.64853,             0.71275,             0.72069,             0.43734,            0.033758,            0.014687,          0.00029656,            0.001783,            0.001783,            0.001783
                  85,            0.027218,             0.02657,           0.0011808,             0.74962,             0.79841,             0.80507,             0.48266,            0.033391,            0.014324,          0.00030985,            0.001684,            0.001684,            0.001684
                  86,            0.026931,            0.026879,            0.001029,             0.78221,             0.82357,             0.81792,             0.46324,            0.033056,            0.014154,          0.00024737,            0.001585,            0.001585,            0.001585
                  87,            0.026854,              0.0268,           0.0013755,             0.73229,             0.78074,             0.75613,             0.43976,            0.034622,            0.015522,          0.00027872,            0.001486,            0.001486,            0.001486
                  88,            0.026714,             0.02615,           0.0011924,             0.70815,             0.79769,             0.76487,             0.43011,            0.034214,            0.014178,          0.00024537,            0.001387,            0.001387,            0.001387
                  89,            0.026961,            0.026989,           0.0011348,             0.76306,             0.70494,             0.75041,             0.44755,            0.034705,            0.014239,          0.00022615,            0.001288,            0.001288,            0.001288
                  90,            0.026337,            0.025835,           0.0011564,             0.77487,             0.78897,             0.80606,             0.44711,            0.033523,            0.014605,          0.00025751,            0.001189,            0.001189,            0.001189
                  91,            0.026184,             0.02685,          0.00093371,              0.8399,             0.74686,             0.79572,             0.45119,            0.034052,            0.015211,          0.00026388,             0.00109,             0.00109,             0.00109
                  92,            0.026397,            0.026984,           0.0010431,             0.71695,             0.77075,             0.74559,             0.42462,            0.034164,            0.015645,          0.00024768,            0.000991,            0.000991,            0.000991
                  93,            0.025911,            0.026328,           0.0010373,               0.673,             0.76391,             0.74915,             0.43544,            0.034914,            0.014991,          0.00024319,            0.000892,            0.000892,            0.000892
                  94,            0.025846,            0.025808,             0.00121,              0.7024,             0.77565,             0.72354,             0.43065,             0.03297,            0.015964,          0.00023389,            0.000793,            0.000793,            0.000793
                  95,            0.025998,            0.025871,           0.0010599,             0.75836,             0.73629,             0.75546,             0.44969,            0.033764,            0.015796,          0.00023149,            0.000694,            0.000694,            0.000694
                  96,            0.025947,            0.025795,           0.0010298,             0.79055,             0.78129,             0.77749,             0.46206,            0.033575,            0.016075,          0.00024222,            0.000595,            0.000595,            0.000595
                  97,            0.025214,            0.025596,           0.0011092,             0.77829,             0.78071,             0.76968,             0.43585,            0.033559,            0.016017,           0.0002446,            0.000496,            0.000496,            0.000496
                  98,             0.02554,            0.025103,          0.00078285,             0.78384,             0.73357,             0.76152,             0.45026,            0.034496,            0.016068,          0.00023223,            0.000397,            0.000397,            0.000397
                  99,            0.025467,            0.025458,           0.0011522,             0.83257,             0.77015,             0.80783,             0.43304,            0.033624,            0.016498,          0.00025967,            0.000298,            0.000298,            0.000298
