               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.036133,             0.10064,            0.015628,             0.84226,             0.85013,             0.90078,             0.51677,            0.035882,             0.03013,           0.0019847,          0.00096517,          0.00096517,          0.00096517
                  13,            0.035624,             0.09997,            0.014813,             0.88598,             0.88743,             0.93509,             0.56759,            0.033052,             0.02819,            0.001747,            0.000962,            0.000962,            0.000962
                  14,            0.035455,             0.10201,            0.014385,               0.887,             0.87442,             0.92933,             0.54197,            0.033273,            0.028861,           0.0015363,          0.00095883,          0.00095883,          0.00095883
                  15,            0.034302,            0.098029,            0.013361,             0.89217,             0.86826,             0.91961,             0.54398,            0.034053,            0.027969,             0.00165,          0.00095567,          0.00095567,          0.00095567
                  16,              0.0343,            0.097378,             0.01358,             0.92061,              0.9219,              0.9612,              0.6147,            0.030121,            0.026446,            0.001386,           0.0009525,           0.0009525,           0.0009525
                  17,            0.034493,            0.098151,            0.014419,             0.89849,             0.91704,             0.95396,             0.57941,            0.032033,            0.026909,           0.0015126,          0.00094933,          0.00094933,          0.00094933
                  18,             0.03441,             0.10034,            0.014641,             0.91121,              0.9111,             0.96405,             0.61359,            0.030203,            0.026045,           0.0014708,          0.00094617,          0.00094617,          0.00094617
                  19,            0.033973,             0.09728,            0.013518,             0.87725,             0.90514,             0.94549,             0.59782,            0.029643,            0.027218,           0.0016403,            0.000943,            0.000943,            0.000943
                  20,            0.033757,            0.098075,             0.01383,             0.88469,              0.8828,             0.92756,             0.56137,            0.033222,             0.02775,           0.0018527,          0.00093983,          0.00093983,          0.00093983
                  21,            0.033625,             0.10101,            0.013601,             0.91329,             0.94064,             0.97067,             0.62814,            0.029347,            0.025841,           0.0014854,          0.00093667,          0.00093667,          0.00093667
                  22,            0.033546,             0.10229,            0.013927,             0.91736,              0.9349,             0.96352,             0.62597,            0.029446,            0.025611,           0.0014576,           0.0009335,           0.0009335,           0.0009335
                  23,            0.033447,            0.098324,            0.013055,             0.90539,             0.91767,             0.95821,             0.61075,            0.030336,            0.026324,           0.0013873,          0.00093033,          0.00093033,          0.00093033
                  24,            0.032741,            0.096998,             0.01299,             0.87239,             0.88541,             0.93374,             0.56906,            0.032121,            0.027216,           0.0019671,          0.00092717,          0.00092717,          0.00092717
                  25,            0.032442,            0.096349,            0.012954,             0.89315,             0.85802,             0.91967,             0.55129,            0.033358,            0.027219,            0.001545,            0.000924,            0.000924,            0.000924
                  26,             0.03277,            0.098002,            0.013009,             0.91989,             0.91059,             0.95678,              0.6142,            0.029146,            0.026093,           0.0015085,          0.00092083,          0.00092083,          0.00092083
                  27,            0.032228,            0.096207,            0.012878,             0.92134,             0.90981,             0.95923,             0.61719,            0.029016,            0.026855,            0.001759,          0.00091767,          0.00091767,          0.00091767
                  28,            0.033024,            0.099647,            0.013131,             0.88622,             0.87069,             0.93028,             0.54496,            0.033481,            0.026866,           0.0017014,           0.0009145,           0.0009145,           0.0009145
                  29,            0.032068,            0.096269,            0.012578,             0.91624,             0.90556,             0.95303,             0.61007,            0.029996,            0.025992,           0.0014923,          0.00091133,          0.00091133,          0.00091133
                  30,            0.031778,            0.095186,            0.012417,             0.91608,             0.92794,             0.95515,             0.60942,            0.030227,            0.025309,           0.0015885,          0.00090817,          0.00090817,          0.00090817
                  31,            0.031845,            0.096039,            0.012632,             0.93841,             0.92298,             0.96315,             0.61503,            0.029668,            0.025308,           0.0017129,            0.000905,            0.000905,            0.000905
                  32,            0.032262,            0.095436,            0.012634,              0.9164,               0.906,             0.95104,             0.60507,            0.030426,            0.026071,           0.0019061,          0.00090183,          0.00090183,          0.00090183
                  33,             0.03208,             0.09554,            0.012323,             0.89833,              0.9022,             0.94536,             0.59214,            0.030257,            0.026746,           0.0011598,          0.00089867,          0.00089867,          0.00089867
                  34,            0.031797,            0.096534,            0.011972,             0.88285,             0.86403,             0.92361,             0.57497,            0.031183,            0.027187,            0.001409,           0.0008955,           0.0008955,           0.0008955
                  35,            0.031124,            0.096713,            0.011749,              0.9387,             0.92924,             0.96585,             0.64547,            0.027231,            0.025547,           0.0011156,          0.00089233,          0.00089233,          0.00089233
                  36,            0.031363,            0.095599,            0.011619,             0.92465,             0.94714,             0.96254,             0.65468,             0.02703,            0.025633,           0.0011041,          0.00088917,          0.00088917,          0.00088917
                  37,            0.030943,            0.094547,            0.011802,             0.87914,              0.8468,             0.90487,             0.56677,            0.031133,            0.027649,           0.0013811,            0.000886,            0.000886,            0.000886
                  38,             0.03116,            0.096083,            0.011511,             0.91039,             0.91616,             0.95369,             0.62376,            0.028346,            0.025678,           0.0014276,          0.00088283,          0.00088283,          0.00088283
                  39,             0.03142,            0.096715,            0.012172,              0.8907,             0.85916,             0.91372,             0.53671,            0.033623,            0.027418,           0.0016018,          0.00087967,          0.00087967,          0.00087967
                  40,            0.031136,            0.094797,            0.012005,             0.88383,              0.9112,             0.93735,              0.5716,            0.031363,            0.027167,           0.0020218,           0.0008765,           0.0008765,           0.0008765
                  41,            0.030767,            0.093823,            0.011457,             0.93459,             0.92375,             0.96445,              0.6369,            0.027946,            0.025234,           0.0012919,          0.00087333,          0.00087333,          0.00087333
                  42,            0.031299,             0.09354,            0.011682,             0.91341,             0.88103,             0.94504,             0.59369,            0.030525,            0.026313,           0.0012411,          0.00087017,          0.00087017,          0.00087017
                  43,            0.030651,            0.096703,            0.011914,             0.92111,             0.93454,             0.96449,             0.62681,            0.028335,             0.02552,           0.0011956,            0.000867,            0.000867,            0.000867
                  44,            0.031069,            0.095407,            0.011871,              0.9064,             0.90338,             0.95193,             0.60906,            0.029126,            0.026145,           0.0010868,          0.00086383,          0.00086383,          0.00086383
                  45,            0.030536,            0.095147,            0.011825,             0.90603,             0.93922,             0.96422,             0.63438,            0.027366,            0.025796,           0.0010312,          0.00086067,          0.00086067,          0.00086067
                  46,            0.030474,            0.093636,            0.011075,             0.93105,             0.92837,             0.95789,             0.62759,            0.027693,             0.02605,           0.0011706,           0.0008575,           0.0008575,           0.0008575
                  47,             0.03098,            0.095965,            0.011644,             0.91898,             0.91334,             0.95355,             0.61794,            0.027796,            0.025854,           0.0013014,          0.00085433,          0.00085433,          0.00085433
                  48,            0.030655,            0.094898,            0.011042,             0.92664,             0.92767,             0.95929,             0.61822,            0.028159,            0.025837,           0.0014364,          0.00085117,          0.00085117,          0.00085117
                  49,            0.030186,             0.09492,            0.011004,              0.8584,             0.83988,              0.8996,             0.53203,            0.032306,            0.028189,           0.0014295,            0.000848,            0.000848,            0.000848
                  50,            0.030089,            0.094336,            0.011391,             0.91921,              0.9412,             0.96438,             0.63434,            0.027743,            0.025659,           0.0012771,          0.00084483,          0.00084483,          0.00084483
                  51,            0.030543,            0.093618,            0.011322,             0.92048,             0.94758,             0.96506,             0.63267,            0.027479,            0.025235,           0.0015122,          0.00084167,          0.00084167,          0.00084167
                  52,            0.030564,             0.09584,            0.011635,             0.92696,             0.92663,             0.96101,             0.62274,            0.027282,            0.025828,           0.0010802,           0.0008385,           0.0008385,           0.0008385
                  53,            0.030602,            0.095656,            0.011535,             0.90472,             0.90983,              0.9497,             0.61844,            0.027694,            0.025815,           0.0012493,          0.00083533,          0.00083533,          0.00083533
                  54,            0.030144,            0.093133,            0.011026,               0.927,             0.92976,             0.95473,             0.61695,            0.027888,            0.025861,           0.0015928,          0.00083217,          0.00083217,          0.00083217
                  55,            0.029931,            0.093224,            0.011023,             0.89798,              0.8682,              0.9356,             0.57233,            0.030092,            0.026219,           0.0012777,            0.000829,            0.000829,            0.000829
                  56,            0.030335,            0.093874,            0.011337,             0.90743,             0.83968,             0.92591,             0.55898,            0.031603,            0.027263,           0.0011897,          0.00082583,          0.00082583,          0.00082583
                  57,            0.030554,            0.094867,            0.011389,             0.89817,             0.94692,             0.96002,             0.62623,            0.027385,            0.026262,            0.001671,          0.00082267,          0.00082267,          0.00082267
                  58,            0.030534,            0.096806,            0.011802,             0.91918,             0.93758,             0.96131,              0.6427,            0.026595,            0.025475,           0.0016672,           0.0008195,           0.0008195,           0.0008195
                  59,            0.029687,            0.094765,            0.011099,             0.92842,             0.93354,             0.96121,             0.64831,            0.026801,            0.025193,           0.0016888,          0.00081633,          0.00081633,          0.00081633
                  60,            0.030132,            0.092328,            0.010816,             0.90546,             0.88571,             0.93806,             0.58327,            0.028994,            0.027239,           0.0022635,          0.00081317,          0.00081317,          0.00081317
                  61,            0.029805,            0.093685,            0.010675,             0.93261,             0.90869,             0.95836,               0.636,            0.027286,            0.025503,           0.0020538,             0.00081,             0.00081,             0.00081
                  62,            0.029797,            0.095846,            0.011267,             0.89524,             0.92805,             0.95939,             0.63479,            0.027363,            0.025447,           0.0017537,          0.00080683,          0.00080683,          0.00080683
                  63,            0.029973,            0.095045,            0.011245,             0.92061,             0.90157,             0.95391,             0.61662,            0.027554,            0.025829,           0.0021593,          0.00080367,          0.00080367,          0.00080367
                  64,            0.029776,            0.091731,            0.010617,             0.90367,             0.87971,             0.92858,             0.57769,            0.029807,            0.027333,           0.0021101,           0.0008005,           0.0008005,           0.0008005
                  65,            0.029757,            0.092587,            0.010978,             0.92849,             0.92321,             0.96142,              0.6297,             0.02741,            0.025693,           0.0016017,          0.00079733,          0.00079733,          0.00079733
                  66,            0.029993,            0.094757,            0.011144,             0.91904,             0.92368,             0.96169,             0.63577,            0.027367,            0.025825,           0.0014281,          0.00079417,          0.00079417,          0.00079417
                  67,            0.029453,            0.091974,            0.010082,             0.92461,             0.93272,             0.96159,             0.62993,            0.027247,            0.025487,           0.0014881,            0.000791,            0.000791,            0.000791
                  68,            0.029837,            0.094668,             0.01094,             0.90303,             0.91208,             0.95419,             0.60064,            0.028308,            0.026687,           0.0016244,          0.00078783,          0.00078783,          0.00078783
                  69,            0.029851,            0.093718,            0.010607,             0.92018,             0.88917,             0.95074,             0.60167,            0.028891,            0.026324,           0.0011579,          0.00078467,          0.00078467,          0.00078467
                  70,            0.029446,            0.092092,            0.010489,             0.92451,             0.92597,             0.96061,             0.62991,            0.027548,            0.025888,           0.0015712,           0.0007815,           0.0007815,           0.0007815
                  71,              0.0298,            0.093005,            0.010956,             0.92774,             0.90712,             0.95423,             0.61234,            0.028782,            0.025935,           0.0011374,          0.00077833,          0.00077833,          0.00077833
                  72,            0.029263,            0.093101,            0.010333,             0.93429,             0.91406,             0.95239,             0.62216,            0.027225,            0.026408,           0.0018444,          0.00077517,          0.00077517,          0.00077517
                  73,            0.028833,            0.091022,            0.010019,             0.91988,             0.91774,             0.95789,             0.62756,            0.027176,            0.025697,           0.0016542,            0.000772,            0.000772,            0.000772
                  74,            0.029303,            0.094145,            0.010708,             0.92255,             0.91496,             0.95431,             0.61673,            0.028053,            0.025992,            0.001412,          0.00076883,          0.00076883,          0.00076883
                  75,            0.029418,            0.094123,            0.010483,             0.91488,             0.91293,             0.95218,             0.61274,            0.028371,            0.025769,           0.0016333,          0.00076567,          0.00076567,          0.00076567
                  76,            0.029472,            0.094145,             0.01101,             0.92401,             0.93698,             0.95902,             0.64405,            0.026054,            0.025788,           0.0015461,           0.0007625,           0.0007625,           0.0007625
                  77,            0.029383,            0.094664,            0.010678,             0.93259,             0.88012,             0.94757,             0.60612,            0.028042,            0.026492,           0.0011379,          0.00075933,          0.00075933,          0.00075933
                  78,            0.029262,            0.094075,            0.010608,             0.92108,             0.90368,             0.94801,             0.59618,            0.028507,            0.026808,           0.0019489,          0.00075617,          0.00075617,          0.00075617
                  79,            0.028589,            0.090419,           0.0099647,             0.91721,             0.90926,             0.95082,             0.61221,            0.027848,            0.026717,           0.0019977,            0.000753,            0.000753,            0.000753
                  80,            0.029078,            0.091046,            0.010654,              0.9219,             0.88858,             0.94248,             0.60355,            0.028117,            0.026696,            0.002299,          0.00074983,          0.00074983,          0.00074983
                  81,            0.028827,            0.090131,           0.0099682,             0.90908,             0.88581,             0.94152,             0.60234,            0.027641,            0.027565,           0.0015342,          0.00074667,          0.00074667,          0.00074667
                  82,            0.029061,            0.092298,             0.01045,             0.92161,             0.92921,             0.95741,             0.62808,            0.027174,            0.026292,           0.0020113,           0.0007435,           0.0007435,           0.0007435
                  83,               0.029,             0.09235,           0.0097701,             0.91398,             0.90141,             0.94233,             0.60826,            0.028534,            0.027241,           0.0022914,          0.00074033,          0.00074033,          0.00074033
                  84,            0.028852,            0.092616,           0.0096035,             0.92091,              0.9014,             0.95085,             0.61783,            0.027166,            0.026345,           0.0015604,          0.00073717,          0.00073717,          0.00073717
                  85,            0.029274,            0.095168,            0.010246,             0.90927,             0.93472,             0.95888,             0.62781,            0.027137,            0.026024,           0.0014757,            0.000734,            0.000734,            0.000734
                  86,            0.029442,            0.095527,            0.010506,             0.92437,             0.92113,             0.96066,             0.62635,            0.027081,            0.025857,           0.0017626,          0.00073083,          0.00073083,          0.00073083
                  87,            0.029265,            0.092699,            0.010275,             0.91676,             0.92626,             0.95767,             0.62856,            0.026846,            0.026266,           0.0017358,          0.00072767,          0.00072767,          0.00072767
                  88,            0.028646,             0.09148,            0.010211,             0.94965,             0.88342,             0.95642,             0.62942,             0.02713,            0.026131,           0.0016615,           0.0007245,           0.0007245,           0.0007245
                  89,            0.028783,            0.092672,            0.010048,             0.91621,             0.92264,              0.9567,             0.62669,            0.027541,             0.02605,            0.001622,          0.00072133,          0.00072133,          0.00072133
                  90,            0.028709,            0.094063,            0.010481,             0.91056,             0.91507,             0.95019,             0.63657,            0.026196,             0.02656,           0.0013865,          0.00071817,          0.00071817,          0.00071817
                  91,            0.028659,            0.091434,            0.010099,             0.92336,             0.92624,             0.94887,             0.63129,            0.026967,            0.026012,           0.0013702,            0.000715,            0.000715,            0.000715
                  92,             0.02877,            0.095409,            0.010272,             0.92087,             0.90201,             0.95126,             0.63751,            0.026355,            0.026333,            0.001958,          0.00071183,          0.00071183,          0.00071183
                  93,             0.02826,            0.091789,           0.0098251,              0.8949,              0.9064,             0.93758,             0.60168,            0.027623,            0.027811,           0.0020866,          0.00070867,          0.00070867,          0.00070867
                  94,            0.028677,            0.092582,            0.010114,             0.94202,             0.90062,             0.95383,             0.63218,             0.02682,            0.026406,           0.0014938,           0.0007055,           0.0007055,           0.0007055
                  95,            0.028419,            0.091636,            0.010011,             0.94106,             0.88801,             0.95579,             0.62281,             0.02681,            0.026498,           0.0010821,          0.00070233,          0.00070233,          0.00070233
                  96,            0.028514,            0.092425,            0.010131,             0.90678,             0.91995,             0.95189,             0.62401,            0.026989,            0.026541,           0.0014271,          0.00069917,          0.00069917,          0.00069917
                  97,            0.028406,            0.091744,           0.0097265,              0.9136,              0.9015,             0.94324,             0.61901,            0.026565,            0.027148,           0.0016961,            0.000696,            0.000696,            0.000696
                  98,            0.028688,            0.093124,             0.01007,             0.91482,             0.89328,             0.94186,             0.61879,             0.02693,             0.02725,           0.0021225,          0.00069283,          0.00069283,          0.00069283
                  99,            0.027948,            0.088794,             0.00953,             0.90979,             0.89617,             0.93941,             0.58934,            0.028583,            0.027332,           0.0014759,          0.00068967,          0.00068967,          0.00068967
                 100,            0.028536,             0.09291,            0.010174,             0.92614,             0.91327,             0.95233,             0.62856,            0.026839,            0.027126,           0.0019296,           0.0006865,           0.0006865,           0.0006865
                 101,            0.028222,            0.091542,           0.0097147,             0.92583,             0.92122,             0.95303,             0.62179,            0.027066,            0.026704,           0.0021702,          0.00068333,          0.00068333,          0.00068333
                 102,             0.02823,            0.088865,           0.0095855,             0.92515,             0.90274,             0.95074,             0.62153,            0.026568,            0.026534,           0.0017573,          0.00068017,          0.00068017,          0.00068017
                 103,            0.028287,            0.090514,           0.0099627,             0.91259,             0.90773,             0.94928,              0.6302,            0.026273,            0.026321,           0.0020167,            0.000677,            0.000677,            0.000677
                 104,            0.028793,            0.091079,           0.0097521,             0.91816,             0.90789,             0.95162,             0.62703,            0.026975,            0.026416,           0.0016415,          0.00067383,          0.00067383,          0.00067383
                 105,            0.028025,            0.090345,           0.0098298,             0.93118,             0.89908,             0.95192,             0.62705,            0.026346,            0.026513,           0.0021393,          0.00067067,          0.00067067,          0.00067067
                 106,            0.028078,            0.091087,           0.0096339,             0.91171,             0.90452,             0.94962,             0.63327,            0.026287,             0.02632,           0.0019481,           0.0006675,           0.0006675,           0.0006675
                 107,            0.028662,            0.091611,            0.010099,             0.91766,             0.88497,             0.94478,             0.62304,            0.027003,            0.026708,           0.0019377,          0.00066433,          0.00066433,          0.00066433
                 108,            0.028577,            0.091603,           0.0098019,             0.90972,             0.92457,             0.95169,             0.62162,            0.026592,            0.026782,           0.0021846,          0.00066117,          0.00066117,          0.00066117
                 109,            0.028722,            0.092637,            0.009936,             0.90455,             0.89772,             0.93948,               0.611,            0.027332,            0.027635,            0.002446,            0.000658,            0.000658,            0.000658
                 110,            0.028039,            0.092035,           0.0097614,             0.94077,             0.91622,             0.94955,             0.62366,            0.026016,            0.026906,           0.0022302,          0.00065483,          0.00065483,          0.00065483
                 111,             0.02784,            0.089304,           0.0099416,             0.92774,             0.90231,             0.95243,             0.61826,            0.026638,            0.026856,           0.0021099,          0.00065167,          0.00065167,          0.00065167
                 112,            0.028211,            0.090487,           0.0098159,             0.92527,             0.91578,             0.95142,             0.61247,            0.027394,            0.026727,           0.0020616,           0.0006485,           0.0006485,           0.0006485
                 113,            0.028609,            0.092443,           0.0099934,             0.91612,             0.90688,             0.94248,             0.61507,            0.026614,             0.02699,           0.0021304,          0.00064533,          0.00064533,          0.00064533
                 114,            0.027968,            0.090719,           0.0094434,             0.91822,             0.91672,             0.94849,             0.62173,            0.026414,            0.026849,           0.0021741,          0.00064217,          0.00064217,          0.00064217
                 115,            0.027784,            0.090227,           0.0093762,             0.93257,             0.90948,             0.95125,             0.62404,            0.026249,            0.026872,             0.00203,            0.000639,            0.000639,            0.000639
                 116,            0.028124,            0.091337,           0.0097872,              0.9222,             0.92186,             0.95057,              0.6205,             0.02666,            0.026775,           0.0022316,          0.00063583,          0.00063583,          0.00063583
                 117,            0.028303,              0.0927,            0.010077,             0.92772,             0.90532,             0.95069,             0.61478,             0.02764,            0.026876,           0.0017687,          0.00063267,          0.00063267,          0.00063267
                 118,            0.027777,            0.090409,           0.0094182,               0.915,             0.89246,             0.94559,             0.61908,            0.027122,             0.02713,           0.0020585,           0.0006295,           0.0006295,           0.0006295
                 119,            0.028071,             0.09242,           0.0099977,             0.92185,             0.91338,                0.95,             0.61862,            0.027442,            0.026816,           0.0017643,          0.00062633,          0.00062633,          0.00062633
                 120,            0.028128,            0.091384,             0.00962,             0.92774,             0.91873,             0.95136,             0.62217,            0.026837,            0.026364,           0.0013726,          0.00062317,          0.00062317,          0.00062317
                 121,            0.027642,            0.091969,           0.0094066,             0.90687,             0.89213,             0.94019,             0.60834,            0.027662,            0.027738,           0.0014259,             0.00062,             0.00062,             0.00062
                 122,            0.027858,            0.086464,           0.0097755,             0.91828,             0.86505,             0.93652,             0.59072,            0.028352,            0.027374,           0.0012121,          0.00061683,          0.00061683,          0.00061683
                 123,            0.028445,            0.090125,           0.0096622,             0.91789,             0.92094,             0.95279,             0.62041,            0.026965,            0.026535,           0.0015275,          0.00061367,          0.00061367,          0.00061367
                 124,            0.027708,            0.091359,           0.0089975,              0.9163,             0.91477,              0.9536,             0.63352,             0.02619,            0.027093,           0.0013274,           0.0006105,           0.0006105,           0.0006105
                 125,            0.027088,             0.08737,           0.0085248,             0.92463,             0.89818,             0.94707,              0.6207,            0.026445,            0.027993,           0.0015791,          0.00060733,          0.00060733,          0.00060733
                 126,            0.027783,            0.088968,           0.0094527,             0.90735,             0.91289,             0.94925,             0.61021,            0.027274,            0.027484,           0.0017639,          0.00060417,          0.00060417,          0.00060417
                 127,            0.027851,            0.090738,           0.0093477,               0.915,             0.92338,              0.9545,             0.63255,            0.026533,            0.026442,           0.0020907,            0.000601,            0.000601,            0.000601
                 128,             0.02784,            0.090129,           0.0090475,             0.92319,             0.91376,             0.95763,               0.627,            0.026512,            0.026885,           0.0020055,          0.00059783,          0.00059783,          0.00059783
                 129,            0.027684,            0.089324,            0.008998,             0.92165,             0.88974,             0.94649,             0.62029,            0.026557,            0.027117,           0.0019287,          0.00059467,          0.00059467,          0.00059467
                 130,             0.02753,            0.090298,           0.0090707,             0.90488,              0.9155,             0.94975,             0.61093,            0.027227,            0.027273,           0.0017639,           0.0005915,           0.0005915,           0.0005915
                 131,            0.027354,            0.088566,           0.0087703,              0.9258,             0.91051,             0.95359,             0.62922,            0.026206,            0.026968,           0.0017801,          0.00058833,          0.00058833,          0.00058833
                 132,            0.027594,            0.089216,            0.008976,             0.92362,             0.90865,             0.95067,             0.62989,            0.026116,            0.026813,           0.0021343,          0.00058517,          0.00058517,          0.00058517
                 133,            0.027789,            0.089747,           0.0091635,              0.9181,             0.91363,             0.95029,             0.62711,             0.02616,            0.027144,           0.0018757,            0.000582,            0.000582,            0.000582
                 134,            0.027487,            0.092288,           0.0089908,             0.92178,              0.9152,             0.95052,             0.62404,            0.026369,            0.027024,           0.0016068,          0.00057883,          0.00057883,          0.00057883
                 135,            0.027503,            0.089434,           0.0086788,             0.93203,             0.90971,              0.9522,             0.62186,            0.026751,            0.027414,           0.0019106,          0.00057567,          0.00057567,          0.00057567
                 136,            0.028049,            0.090439,           0.0097719,              0.9336,             0.89145,             0.95163,             0.63582,            0.026219,            0.027002,           0.0015564,           0.0005725,           0.0005725,           0.0005725
